title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
all things to all men,George Isaac,Universal Pictures,Toby Stephens,Rufus Sewell,Gabriel Byrne,84.0,Thriller Crime,English,United Kingdom,6000000.0,,2013.0
the outsider,Brian A Miller,Hollywood Media Bridge Zero Gravity Management,Jason Patric,Craig Fairbrass,James Caan,94.0,Action Crime Drama Mystery Thriller,English,United States of America,4000000.0,,2014.0
the truth about emanuel,Francesca Gregorini,MRB Productions Rooks Nest Entertainment Pisces Rising Productions,Kaya Scodelario,Jessica Biel,Alfred Molina,96.0,Drama Thriller,English,United States of America,1300000.0,4404.0,2013.0
midnight clear,Dallas Jenkins,Jenkins Entertainment,Stephen Baldwin,K Callan,Kirk B.R. Woller,103.0,Drama,English,United States of America,,,2006.0
the nutcracker: the untold story,Andrei Konchalovsky,Vnesheconombank Nutcracker Holdings HCC Media Group Russian Roulette Ltd.,Elle Fanning,Nathan Lane,John Turturro,110.0,Fantasy Action Family,Dansk English,United Kingdom Hungary,90000000.0,16178959.0,2010.0
the wipers times,Andy De Emmony,British Broadcasting Corporation (BBC),Ben Chaplin,Patrick Fitzsymons,Julian Rhind-Tutt,90.0,TV Movie Comedy War Drama,English,United Kingdom,,,2013.0
a storm in summer,Robert Wise,Hallmark Entertainment Showtime Original Pictures for All Ages,Peter Falk,Andrew McCarthy,Nastassja Kinski,94.0,Drama TV Movie,English,United States of America,,,2000.0
deadbolt,Douglas Jackson,unknown,Justine Bateman,Adam Baldwin,Cyndi Pass,92.0,Thriller,English,Canada United States of America,,,1992.0
the deadly spawn,Douglas McKeown,Filmline,Charles George Hildebrandt,Tom DeFranco,Richard Lee Porter,78.0,Drama Horror Science Fiction,English,United States of America,,,1983.0
deadly surveillance,Paul Ziller,Allegro Films Cinetel Films Westwind Productions Inc.,Michael Ironside,David Carradine,Christopher Bondy,88.0,TV Movie Thriller Action,English,Canada United States of America,,,1991.0
those daring young men in their jaunty jalopies,Ken Annakin,Paramount Pictures,Bourvil,Lando Buzzanca,Walter Chiari,122.0,Adventure Comedy,English Magyar,France Italy United Kingdom,,,1969.0
the rhythm of crime,Zoran Tadić,Centar Film RTV Zagreb,Ivica Vidović,Fabijan Sovagovic,Božidarka Frajt,89.0,Horror Drama Thriller Mystery,Hrvatski,Croatia Serbia,,,1981.0
cowboy del amor,Michèle Ohayon,unknown,Ivan Thompson,unknown,unknown,86.0,Documentary,English,unknown,,,2005.0
gregoire moulin vs. humanity,Artus de Penguern,UIP,Artus de Penguern,Pascale Arbillot,Didier Bénureau,90.0,Comedy Romance,Français Deutsch,France,,,2001.0
the demoniacs,Jean Rollin,Nordia Films Les Films ABC Général Films,Joëlle Coeur,John Rico,Willy Braque,100.0,Horror,Français,Belgium France,,,1974.0
the night of the hunted,Jean Rollin,Impex Films,Brigitte Lahaie,Dominique Journet,Rachel Mhas,87.0,Horror Thriller Romance Foreign,Français,France,,,1980.0
zatôichi and the doomed man,Kazuo Mori,Daiei Studios,Shintarô Katsu,Kanbi Fujiyama,Eiko Taki,88.0,Adventure Action Drama,日本語,Japan,,,1965.0
zatôichi's revenge,Akira Inoue,Daiei Studios,Shintarô Katsu,Norihei Miki,Mikiko Tsubouchi,84.0,Action Adventure Drama,日本語,Japan,,,1965.0
i heart monster movies,Tyler Benjamin,Trionic Entertainment,Electra Avellan,Elise Avellan,Doug Bradley,78.0,Horror Documentary,English,United States of America,,,2012.0
deadly voyage,John Mackenzie,HBO Films,Omar Epps,Joss Ackland,Sean Pertwee,90.0,Drama Thriller,English,United States of America,,,1996.0
decampitated,Matt Cunningham,unknown,Mike Hart,Mike Hart,Steve Ladden,92.0,Horror,English,United States of America,,,1998.0
the deep,Baltasar Kormákur,Blueeyes Productions Filmhuset Produksjoner,Ólafur Darri Ólafsson,Jóhann G. Jóhannsson,Thora Bjorg Helga,95.0,Drama,Íslenska,Iceland,3000000.0,100000000.0,2012.0
lips of blood,Jean Rollin,Nordia Films,Jean-Loup Philippe,Annie Belle,Natalie Perrey,88.0,Horror Mystery Romance Foreign,Français,France,,,1975.0
the grotesque,John-Paul Davidson,Xingu Films J&M Entertainment,Alan Bates,Theresa Russell,Sting,0.0,Comedy Foreign,English,United Kingdom,,,1995.0
american raspberry,Bradley R. Swirnoff,The Cannon Group Chartwell Films,Joanna Cassidy,Warren Oates,Harry Shearer,75.0,Comedy,English,United States of America,,,1977.0
the last ride,Harry Thomason,Mozark Productions Category One Entertainment Group Last Ride The LiveBait Entertainment Other Companies,Kaley Cuoco,Ray McKinnon,Stephen Tobolowsky,102.0,Drama Action,English,United States of America,,,2012.0
hava nagila: the movie,Roberta Grossman,unknown,Harry Belafonte,Glen Campbell,Connie Francis,75.0,Documentary Music,English,unknown,,,2012.0
the bling ring,Michael Lembeck,dick clark productions Silver Screen Pictures,Austin Butler,Yin Chang,Jennifer Grey,87.0,Drama TV Movie,Français,United States of America,15000000.0,19145732.0,2011.0
a perfect man,Kees Van Oostrum,Mars Distribution 24 25 Films WY Productions TF1 Films Production,Jeanne Tripplehorn,Liev Schreiber,Joelle Carter,95.0,Drama,English,France,5000000.0,388.0,2013.0
gurren lagann the movie: childhood's end,Hiroyuki Imaishi,Gainax,Tetsuya Kakihara,Katsuyuki Konishi,Marina Inoue,110.0,Action Adventure Animation Comedy,日本語,Japan,,1880000.0,2008.0
gurren lagann the movie: the lights in the sky are stars,Hiroyuki Imaishi,Gainax,Tetsuya Kakihara,Katsuyuki Konishi,Yukari Fukui,120.0,Action Adventure Animation Comedy,日本語,Japan,,,2009.0
una noche,Lucy Mulloy,Una Noche Films,Daniel Arrechaga,Analin de la Rua de la Torre,Javier Nunez Florian,90.0,Drama,Español,Cuba United Kingdom United States of America,,,2012.0
lady and the tramp ii: scamp's adventure,Darrell Rooney Jeannine Roussel,Walt Disney Pictures Walt Disney Animation Australia DisneyToon Studios Walt Disney Television Animation,Scott Wolf,Alyssa Milano,Chazz Palminteri,69.0,Romance Animation Family Adventure,English,Australia United States of America,,,2001.0
oldboy,Spike Lee,Vertigo Entertainment 40 Acres & A Mule Filmworks Good Universe OB Productions,Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,104.0,Drama Thriller Mystery Action,English,United States of America,30000000.0,4861022.0,2013.0
world war three,Robert Stone,Zweites Deutsches Fernsehen (ZDF) Discovery Channel Rai 3 CineCentrum Deutsche Gesellschaft für Film- und Fernsehproduktion GmbH,Boris Leskin,Klaus Schleif,Boris Sichkin,88.0,War Documentary History Drama TV Movie,Germany,Germany,,,1998.0
aquí entre nos,Patricia Martínez de Velasco,La Banda Films Cuévano Films,Jesús Ochoa,Carmen Beato,Diana García,73.0,Comedy,Español,Mexico,1.0,2755584.0,2012.0
the shiver of the vampires,Jean Rollin,Les Films Modernes Les Films ABC,Sandra Julien,Jean-Marie Durand,Michel Delahaye,95.0,Horror Foreign,Français Italiano,France,,,1971.0
the sucker,Gérard Oury,Les Films Corona Explorer Film '58,Bourvil,Louis de Funès,Venantino Venantini,111.0,Comedy Crime,Français,Spain France Italy,678948.0,,1965.0
dampfnudelblues,Ed Herzog,Constantin Film,Sebastian Bezzel,Simon Schwarz,Ilse Neubauer,87.0,Comedy Crime,Deutsch,Germany,,5378537.0,2013.0
zatôichi and the chess expert,Kenji Misumi,Daiei Film,Shintarô Katsu,Mikio Narita,Chizu Hayashi,87.0,Action Adventure Drama,日本語,Japan,,,1965.0
zatôichi's vengeance,Tokuzô Tanaka,Daiei Studios,Shintarô Katsu,Shigeru Amachi,Jun Hamamura,83.0,Action Drama,日本語,Japan,,,1966.0
zatôichi's pilgrimage,Kazuo Ikehiro,Daiei Studios,Shintarô Katsu,Michiyo Ohkusu,Kunie Tanaka,82.0,Drama,日本語,Japan,,,1966.0
anchorman 2: the legend continues,Adam McKay,Paramount Pictures Gary Sanchez Productions Apatow Productions,Will Ferrell,Steve Carell,Paul Rudd,119.0,Comedy,English,United States of America,50000000.0,173649015.0,2013.0
killing lincoln,Adrian Moat,National Geographic Channel,Billy Campbell,Regen Wilson,Jesse Johnson,89.0,Documentary Drama,English,United States of America,2000000.0,,2013.0
good ol’ freda,Ryan White,Tripod Media,Freda Kelly,George Harrison,John Lennon,86.0,Documentary History,English Français Deutsch,United Kingdom United States of America,,135039.0,2013.0
call me crazy: a five film,Laura Dern Bonnie Hunt Bryce Dallas Howard Sharon Maguire Ashley Judd,Sony Pictures Television,Brittany Snow,Jennifer Hudson,Melissa Leo,90.0,Drama,English,United States of America,,,2013.0
what if...,Christoforos Papakaliatis,10 West Studios Jenkins Entertainment,Marina Kalogirou,Christoforos Papakaliatis,Maro Kodou,107.0,Drama Comedy Romance Family Fantasy,ελληνικά,United States of America,,,2012.0
unbeatable,Dante Lam,Bona Entertainment,Nick Cheung,Eddie Peng,Mei Ting,122.0,Drama Action,广州话 / 廣州話 普通话,Hong Kong China,,,2013.0
sarah silverman: we are miracles,Liam Lynch,Home Box Office (HBO) Funny or Die Black Gold Films Eleven Eleven O'Clock Productions,Sarah Silverman,Mike G.,Daniel Steven Gonzalez,60.0,Comedy,English,United States of America,,,2013.0
footprints,Luigi Bazzoni Mario Fanelli,Cinemarte,Florinda Bolkan,Peter McEnery,Nicoletta Elmi,96.0,Drama Mystery Thriller,English Italiano,Italy,,,1975.0
happy family,Gabriele Salvatores,Comune di Milano Colorado Film RAI,Diego Abatantuono,Fabio De Luigi,Alice Croci,90.0,Comedy,Italiano,Italy,,,2010.0
mike tyson: undisputed truth,Spike Lee,HBO Films,Mike Tyson,unknown,unknown,90.0,Comedy,English,United States of America,,,2013.0
moms mabley: i got somethin' to tell you,Whoopi Goldberg,Whoop/One Ho Productions/Lil' Whoop Productions HBO Documentary Films,Whoopi Goldberg,Moms Mabley,Harry Belafonte,90.0,Documentary,English,United States of America,,,2013.0
"take her, she's mine",Henry Koster,Twentieth Century Fox Film Corporation,James Stewart,Sandra Dee,Audrey Meadows,98.0,Comedy,English Français,United States of America,,,1963.0
christmas eve,Edwin L. Marin,United Artists,George Raft,George Brent,Randolph Scott,93.0,Comedy Drama,English,United States of America,,,1947.0
massacre mafia style,Duke Mitchell,unknown,Duke Mitchell,Vic Caesar,Lorenzo Dodo,82.0,Action Crime Drama Thriller,English Italiano,United States of America,,,1974.0
snowpiercer,Bong Joon-ho,CJ Entertainment Opus Pictures Stillking Films SnowPiercer Moho Film,Chris Evans,Song Kang-ho,Ed Harris,126.0,Action Science Fiction Drama,English Français 日本語 한국어/조선말,South Korea France Czech Republic United States of America,39200000.0,86758912.0,2013.0
only old men are going to battle,Leonid Bykov,Dovzhenko Film Studios,Leonid Bykov,Aleksei Smirnov,Sergei Ivanov,92.0,War Drama Comedy,Pусский,Russia,269750.0,,1973.0
guest from the future,Pavel Arsyonov,Gorky Film Studio Gosteleradio,Natalya Guseva,Aleksei Fomkin,Vyacheslav Nevinnyy,334.0,Family Science Fiction Adventure,Pусский,Russia,,,1984.0
"kidnapping, caucasian style",Leonid Gayday,"Mosfilm Tvorcheskoye Obyeduneniniye ""Luch""",Aleksandr Demyanenko,Natalya Varley,Vladimir Etush,82.0,Adventure Comedy Romance,Pусский,Soviet Union,,,1967.0
phase 7,Nicolás Goldbart,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Daniel Hendler,Jazmín Stuart,Yayo Guridi,95.0,Thriller Science Fiction,Español,Argentina,600000.0,,2011.0
hellbound?,Kevin Miller,Film Futures New World Pictures Cinemarque Entertainment King Video Productions New World,Frank Schaeffer,Brian McLaren,Mark Driscoll,84.0,Horror Action Thriller Documentary,English,Canada,3000000.0,12090735.0,2012.0
demon wind,Charles Philip Moore,United Filmmakers,Eric Larson,Francine Lapensée,Rufus Norris,96.0,Horror,English,United States of America,500000.0,,1990.0
demons 2,Lamberto Bava,DACFILM Rome,David Edwin Knight,Nancy Brilli,Coralina Cataldi-Tassoni,91.0,Horror Fantasy,English Italiano,Italy,1500000.0,,1986.0
the phynx,Lee H. Katzin,Cinema Organization,Joan Blondell,Martha Raye,George Tobias,81.0,Comedy,English,United States of America,,,1970.0
haunter,Vincenzo Natali,Wild Bunch The Movie Network (TMN) Copperheart Entertainment Canadian Film or Video Production Tax Credit (CPTC) Movie Central Government of Ontario: Ontario Film and Television Tax Credit Program,Abigail Breslin,Stephen McHattie,David Hewlett,97.0,Horror Mystery Thriller,English,Canada,,,2013.0
the big fix,Jeremy Kagan,Universal Pictures,Richard Dreyfuss,Susan Anspach,Bonnie Bedelia,108.0,Comedy Thriller Mystery,English,United States of America,3800000.0,13000000.0,1978.0
wrong cops,Quentin Dupieux,CTB Film Company Realitism Films Rubber Films Timwe,Mark Burnham,Eric Judor,Steve Little,83.0,Comedy Crime,English,France United States of America Russia,,,2013.0
a muppets christmas: letters to santa,Kirk R. Thatcher,Walt Disney Studios Home Entertainment,Steve Whitmire,Dave Goelz,Bill Barretta,55.0,Adventure Comedy,English,United States of America,5000000.0,,2008.0
diving in,Strathford Hamilton,Creative Entertainment Group,Matt Lattanzi,Matt Adler,Kristy Swanson,93.0,Comedy Drama,English,United States of America,,,1990.0
the dog who stopped the war,André Mélançon,Les Productions La Fête Inc.,Cédric Jourde,Marie-Pierre A. D'Amour,Julien Elie,92.0,Adventure Drama Comedy Family,Français,Canada,1340000.0,,1984.0
ninja: shadow of a tear,Isaac Florentine,Millennium Films Swingin' Productions,Scott Adkins,Vithaya Pansringarm,Kane Kosugi,95.0,Action Crime Thriller,English 日本語,Thailand United States of America,,,2013.0
always,Henry Jaglom,Universal Pictures United Artists Amblin Entertainment,Patrice Townsend,Henry Jaglom,Joanna Frank,105.0,Romance Fantasy Drama,English,United States of America,31000000.0,74100000.0,1985.0
the sandlot: heading home,William Dear,20th Century Fox Home Entertainment,Sarah Deakins,Luke Perry,Danny Nucci,96.0,Adventure Drama Action Comedy Science Fiction Family,English,Canada United States of America,4000000.0,,2007.0
odds and evens,Sergio Corbucci,Columbia Pictures Corporation Derby Cinematografica,Terence Hill,Bud Spencer,Luciano Catenacci,109.0,Action Comedy,Italiano,Italy,,,1978.0
free style,William Dear,Rigel Entertainment,Corbin Bleu,Sandra Echeverría,Madison Pettis,94.0,Drama Family,English,Canada,,140987.0,2008.0
the precocious and brief life of sabina rivas,Luis Mandoki,Churchill Toledo Consejo Nacional para la Cultura y las Artes (CONACULTA),Joaquín Cosio,Greisy Mena,Fernando Moreno,115.0,Drama,Español,Mexico,4620000.0,2395000.0,2012.0
$ellebrity,Kevin Mazur,Run Rampant,Jennifer Aniston,Marc Anthony,Rosanna Arquette,89.0,Documentary,English,United States of America,,,2013.0
macabre,Lamberto Bava,A.M.A. Film,Bernice Stegers,Stanko Molnar,Veronica Zinny,89.0,Horror,Italiano,Italy,90000.0,5000000.0,1980.0
punk's dead: slc punk 2,James Merendino,unknown,Ben Schnetzer,Devon Sawa,James Duval,75.0,Comedy,English,unknown,,,2016.0
freedom strikes a blow,Ta Huang,Hong Kong Kai Fa Film Co.,Michael Chan Wai-Man,Jackie Chan,Yuen Biao,90.0,Action,广州话 / 廣州話,Hong Kong Taiwan,,,1973.0
desire,Laurent Bouhnik,Acajou Films Rebel Rebel Birka Holding,Déborah Révy,Hélène Zimmer,Gowan Didi,103.0,Drama Romance,Français,France,1344000.0,,2011.0
in the fog,Sergey Loznitsa,MA.JA.DE Fiction Lemming Film Belarusfilm Rija Films GP Cinema Company,Vladimir Svirskiy,Vladislav Abashin,Sergei Kolesov,130.0,Drama War History,Pусский,Belarus Germany Latvia Netherlands Russia,,,2012.0
as cool as i am,Max Mayer,Identity Films Wind Dancer Productions,Sarah Bolger,Thomas Mann,James Marsden,92.0,Comedy Drama,English,United States of America,,,2013.0
false trail,Kjell Sundvall,Filmpool Nord Sonet Film AB Harmonica Films,Rolf Lassgård,Peter Stormare,Annika Nordin,129.0,Crime Thriller Mystery,svenska,Sweden,,,2011.0
why did you pick on me?,Michele Lupo,Leone Film,Bud Spencer,Cary Guffey,Ferruccio Amendola,99.0,Comedy Science Fiction,English Italiano,Italy,,,1980.0
ice quake,Paul Ziller,Quake Productions,Brendan Fehr,Holly Elissa Lamaro,Jodelle Ferland,91.0,Thriller Science Fiction Action,English,Canada,,,2010.0
snow beast,Brian Brough,Silver Peak Productions,John Schneider,Jason London,Danielle Ryan Chuchran,90.0,Drama Horror Thriller Science Fiction,English,United States of America,,,2011.0
fireworks wednesday,Asghar Farhadi,Boshra Film,Hamid Farokhnezhad,Hediyeh Tehrani,Taraneh Alidoosti,102.0,Drama,فارسی,Iran,,,2006.0
fun size,Josh Schwartz,Paramount Pictures Nickelodeon Movies Anonymous Content Fake Empire,Victoria Justice,Jackson Nicoll,Chelsea Handler,87.0,Comedy,English,United States of America,14000000.0,11417362.0,2012.0
death of a superhero,Ian Fitzgibbon,Bavaria Pictures Grand Pictures Picture Circle,Andy Serkis,Thomas Brodie-Sangster,Michael McElhatton,97.0,Animation Drama,English Deutsch,Germany,3.0,,2011.0
a princess for christmas,Michael Damian,Motion Picture Corporation of America (MPCA) Riviera Films,Katie McGrath,Sam Heughan,Roger Moore,89.0,Comedy Drama Family,English Français,United States of America,,,2011.0
fuck you goethe,Bora Dağtekin,Rat Pack Filmproduktion Constantin Film Produktion,Elyas M’Barek,Karoline Herfurth,Katja Riemann,119.0,Comedy,Deutsch,Germany,5000000.0,77676735.0,2013.0
dagmamman,Klaus Härö,Kinotar,Nina Hukkinen,Christian Lindroos,Alma Pöysti,88.0,TV Movie Drama,suomi Pусский svenska,Finland,,,2013.0
hellyys,Jörn Donner,Jörn Donner Productions,Kirsti Wallasvaara,Jörn Donner,Marja Packalén,86.0,Comedy,Finnish,Finland,,,1972.0
apnea,Manuela Martelli,Cinestación,Rebecca Sandler,unknown,unknown,0.0,Thriller Drama,Spanish,Chile,,,2010.0
jo pour jonathan,Maxime Giroux,Reprise Films Nouveau Film,Raphaël Lacaille,Jean-Sébastien Courchesne,Éliane Gagnon,81.0,Drama,Français,Canada,,,2011.0
sweet evil,Olivier Coussemacq,Local Films,Anaïs Demoustier,Pascal Greggory,Ludmila Mikaël,90.0,Drama Thriller Foreign,Français,France,,,2010.0
gasht-e ershad,Saeed Soheili,unknown,Hamid Farokhnezhad,Sahar Ghoreishi,Naser Gitijaah,94.0,Drama Comedy,فارسی,unknown,,,2012.0
هیچ کجا هیچ کس,Ebrahim Sheibani,unknown,Mohammad Reza Forutan,Mahnaz Afshar,Saber Abar,93.0,Mystery Crime Drama,fa,unknown,,,2013.0
miffo,Daniel Lind Lagerlöf,Film i Väst Hägring,Jonas Karlsson,Livia Millhagen,Ingvar Hirdwall,105.0,Comedy Drama,svenska,Sweden,,,2003.0
bad fucking,Harald Sicheritz,MR TV-Film,Martina Ebm,Michael Ostrowski,Proschat Madani,107.0,Comedy,Deutsch,Austria,,,2013.0
open up to me,Simo Halinen,Edith Film Oy,Leea Klemola,Peter Franzén,Ria Kataja,95.0,Drama Romance,suomi,Sweden Finland,1085400.0,,2013.0
fly away,Bernd Böhlich,Chapter 2 France 2 Cinéma Pathé,Otto Sander,Angelica Domröse,Ralf Wolter,0.0,Drama Romance,Deutsch,Germany,,,2012.0
life is no piece of cake,André Erkau,Riva Filmproduktion,Wotan Wilke Möhring,Frederick Lau,Rosalie Thomass,98.0,Comedy Drama,Deutsch,Germany,,,2012.0
mostly sunny,Marco Petry,Seven Pictures Constantin Film Produktion Film1,Max Riemelt,Anna Fischer,Jessica Schwarz,100.0,Comedy Drama Romance,Deutsch,Germany,,,2012.0
alien cargo,Mark Haber,unknown,Jason London,Alan Dale,Missy Crider,90.0,Science Fiction,English,unknown,,,1999.0
wnuf halloween special,Chris LaMartina,Midnight Crew Studios,Paul Fahrenkopf,Patricia Mizen,Aaron Henkin,83.0,Horror Comedy,English,United States of America,,,2013.0
white reindeer,Zach Clark,IFC Films,Anna Margaret Hollyman,Laura Lemar-Goldsborough,Lydia Hyslop,82.0,Comedy,English,United States of America,,,2013.0
red obsession,Warwick Ross David Roach,Lion Rock Productions,Debra Meiburg,Sara Eisen,unknown,75.0,Documentary History,English 普通话,Australia China France United Kingdom Hong Kong,,,2013.0
snow on the pines,پیمان معادی,unknown,Mahnaz Afshar,Vishka Asayesh,Saber Abbar,92.0,Drama,فارسی,Iran,,,2013.0
the wooden bridge,Mehdi Karampoor,Filmiran,Mahnaz Afshar,Borzou Arjmand,Farhad Aslani,98.0,Romance Drama,فارسی,Iran,,,2012.0
bitterly!,Zhora Kryzhovnikov,Bazelevs Production Lunapark,Yuliya Aleksandrova,Egor Koreshkov,Sergey Svetlakov,100.0,Comedy,Pусский,Russia,,,2013.0
the physician,Philipp Stölzl,ARD Degeto Film UFA Cinema CinePostproduction Beta Cinema Pixomondo Cine Mobil,Tom Payne,Ben Kingsley,Stellan Skarsgård,155.0,Adventure Drama History,English,Germany,32000000.0,57284237.0,2013.0
high school,"John Stalberg, Jr.",Donau Filmproduktion,Adrien Brody,Matt Bush,Sean Marquette,99.0,Comedy,English,United States of America,10000000.0,221590.0,2010.0
carmen,Ernst Lubitsch,Universum Film (UFA) Projektions-AG Union (PAGU),Pola Negri,Harry Liedtke,Leopold von Ledebur,80.0,Drama,Deutsch,Germany,,383996.0,1918.0
timescape,David Twohy,Fullum Films Studios MeniThings Productions Empress Road Pictures,Jeff Daniels,Ariana Richards,Emilia Crow,99.0,Mystery Science Fiction,English Français Deutsch Español,United States of America,,,1992.0
springsteen & i,Baillie Walsh,Scott Free Productions RSA Films Black Dog Films,Bruce Springsteen,unknown,unknown,77.0,Documentary Music,English Italiano,United Kingdom,,,2013.0
i will fight no more forever,Richard T. Heffron,David L. Wolper Productions,James Whitmore,Ned Romero,Sam Elliott,106.0,Action Drama Western War,English,United States of America,,,1975.0
the glass agency,Ebrahim Hatamikia,unknown,Parviz Parastui,Reza Kianian,Habib Rezaei,0.0,Action Drama Romance,فارسی,Iran,,,1999.0
here without me,Bahram Tavakoli,Fadak Film,Saber Abbar,Negar Javaherian,Fatemah Motamed-Aria,100.0,Drama Family,فارسی,Iran,,,2011.0
the dinner,Menno Meyjes,Eyeworks Film & TV Drama,Thekla Reuten,Daan Schuurmans,Kim van Kooten,88.0,Drama Thriller,Nederlands,Netherlands,,2500000.0,2013.0
wonderful and loved by all,Hannes Holm,Fladen Film The Walt Disney Company Nordic Nordisk Film Denmark SK-Film TV4,Martina Haag,Nikolaj Coster-Waldau,Ellen Mattsson,106.0,Comedy,svenska,Sweden,,,2007.0
borgman,Alex van Warmerdam,Angel films Graniet Film BV Epidemic,Jan Bijvoet,Hadewych Minis,Jeroen Perceval,113.0,Thriller Drama,Nederlands English,Netherlands Denmark Belgium,,,2013.0
solo,Isaac Cravit,Lumanity Production,Annie Clark,Daniel Kash,Richard Clarkin,83.0,Thriller,English,Canada,,,2013.0
the lost thing,Shaun Tan Andrew Ruhemann,Passion Pictures Australia,Tim Minchin,unknown,unknown,15.0,Animation Drama,English,Australia,,,2010.0
buddy goes west,Michele Lupo,Alex Cinematografica,Bud Spencer,Andrea Heuer,Renato Scarpa,90.0,Comedy Western,English Italiano,Italy,,,1981.0
mio in the land of faraway,Vladimir Grammatikov,Gorky Film Studio Nordisk Tonefilm International,Nick Pickard,Christian Bale,Timothy Bottoms,99.0,Adventure Drama Fantasy Family Mystery,English,Sweden Russia Norway,7200000.0,2300000.0,1987.0
zatôichi's cane sword,Kimiyoshi Yasuda,Daiei Studios,Shintarô Katsu,Shiho Fujimura,Yoshihiko Aoyama,93.0,Adventure Action Drama,日本語,Japan,,,1967.0
wild women,Al Adamson,Independent International Pictures (I-I),Hugh O'Brian,Anne Francis,Preston Pierce,74.0,Western,English,United States of America,,,1970.0
the guide,Felipe Vargas,unknown,Taliyah Simone,Brandon Root,Taylor Greene,94.0,Comedy,English ελληνικά,unknown,,,2011.0
boy eating the bird's food,Ektoras Lygizos,Oxymoron Films Greek Film Center Fantasia Optikoakoustiki Productions 2/35 Guanaco Stefi Films,Yiannis Papadopoulos,Lila Baklesi,Kleopatra Perraki,80.0,Drama,ελληνικά,Greece,,,2012.0
the laughing woman,Piero Schivazappa,Cemo Film,Dagmar Lassander,Philippe Leroy,Varo Soleri,86.0,Romance Drama Thriller,Italiano,Italy,,,1969.0
vendetta,Stephen Reynolds,Richwater Films,Danny Dyer,Roxanne McKee,Vincent Regan,102.0,Action Thriller,English,United Kingdom,,,2013.0
the human race,Paul Hough,Paul Hough Entertainment,Paul McCarthy-Boyington,Eddie McGee,Brianna Lauren Jackson,87.0,Horror Science Fiction Action,English,United States of America,567000.0,,2013.0
escape to athena,George P. Cosmatos,ITC Entertainment,Roger Moore,Telly Savalas,David Niven,125.0,Adventure Comedy War,English,United Kingdom,,,1979.0
smiley,Michael J. Gallagher,Level 10 Films,Caitlin Gerard,Melanie Papalia,Shane Dawson,90.0,Horror,English,United States of America,,,2012.0
sometime in august,Sebastian Schipper,Film 1,Marie Bäumer,Milan Peschel,Anna Brüggemann,92.0,Drama,English Deutsch,Germany,,,2009.0
dot.kill,John Irvin,Lucky UKFS,Armand Assante,Sonny Marinelli,Raffaello Degruttola,87.0,Thriller Crime,English,United States of America,6000000.0,,2005.0
not bad for a human,Rauni Mollberg,Arctic-Filmi,Vojin Ćetković,Branka Katić,Gordan Kičić,132.0,Comedy Drama,suomi,Finland,,,1977.0
the hijack that went south,Aleksi Mäkelä,Solar Films,Kari Hietalahti,Aake Kalliala,Hannu-Pekka Björkman,93.0,Action Comedy Crime,suomi,Finland,1800000.0,532269.0,2013.0
i am not a hipster,Destin Cretton,unknown,Dominic Bogart,Alvaro Orlando,Tammy Minoff,90.0,Drama,English,United States of America,,,2013.0
rio sex comedy,Jonathan Nossiter,Cinéma Dépendant Primo Filmes Tambellini Filmes,Bill Pullman,Charlotte Rampling,Irène Jacob,124.0,Comedy Foreign,English Français,France Brazil,,,2010.0
i am divine,Jeffrey Schwarz,Automat Pictures Making it Big,Divine,Jayne Mansfield,John Waters,90.0,Documentary,English,United States of America,,115739.0,2013.0
grudge match,Peter Segal,Gerber Pictures Warner Bros.,Robert De Niro,Sylvester Stallone,Alan Arkin,113.0,Comedy,English,United States of America,40000000.0,44907260.0,2013.0
justin bieber's believe,Jon M. Chu,Open Road Films,Justin Bieber,Scooter Braun,Ryan Good,92.0,Documentary Music,English,United States of America,5000000.0,32200000.0,2013.0
dhoom,Sanjay Gadhvi,Yash Raj Films,Abhishek Bachchan,John Abraham,Uday Chopra,124.0,Action Crime Drama Thriller,English Deutsch हिन्दी,India,1500000.0,12000000.0,2004.0
marvin hamlisch: what he did for love,Dori Berinstein,unknown,Marvin Hamlisch,Barbra Streisand,Steven Soderbergh,82.0,Documentary,English,United States of America United Kingdom,,,2013.0
highlander: the search for vengeance,Yoshiaki Kawajiri,Imagi Animation Studios Madhouse,Alistair Abell,Hank Banks,Kathleen Barr,86.0,Action Animation Fantasy Science Fiction,English,Japan United States of America,,,2007.0
the botany of desire,Michael Schwarz,unknown,Frances McDormand,Michael Pollan,unknown,120.0,Documentary,English,unknown,,,2009.0
by the people: the election of barack obama,Amy Rice Alicia Sams,Class 5 Films Good,Barack Obama,Michelle Obama,Malia Obama,116.0,Documentary,English,United States of America,,,2009.0
bounty killer,Henry Saine,Kickstart Productions Just Chorizo Productions,Kristanna Loken,Christian Pitre,Barak Hardley,93.0,Action Science Fiction,English,United States of America,,,2013.0
lomalla,Aleksi Mäkelä,Solar Films,Juha Veijonen,Outi Mäenpää,Kärt Tomingas,85.0,Thriller Drama,Finnish,Finland,,,2000.0
the class of '92,Benjamin Turner Gabe Turner,unknown,David Beckham,Paul Scholes,Ryan Giggs,98.0,Documentary,English,United Kingdom,,,2013.0
