title,director_name,production_companies,actor_1_name,actor_2_name,actor_3_name,duration,genres,language,country,budget,revenue,year
tenderness,John Polson,GreeneStreet Films iDeal Partners Film Fund Hanson Allen Films LionsGate TurtleBack Productions,Russell Crowe,Jon Foster,Sophie Traub,101.0,Crime Drama Thriller,English,United States of America,,,2009.0
tree of knowledge,Nils Malmros,Per Holst Filmproduktion,Eva Gram Schjoldager,Jan Johansen,Lone Elliot,110.0,Drama,Dansk,Denmark,,,1981.0
hereafter,Clint Eastwood,"Amblin Entertainment Malpaso Productions Warner Bros. Kennedy/Marshall Company, The",Matt Damon,Bryce Dallas Howard,Thierry Neuvic,129.0,Drama Fantasy,English Français,United States of America,50000000.0,105197635.0,2010.0
black death,Christopher Smith,Ecosse Films Egoli Tossell Film AG HanWay Films The Post Republic Zephyr Films,Sean Bean,Eddie Redmayne,Carice van Houten,102.0,Drama Horror Action Thriller Mystery,English,United Kingdom Germany,,265318.0,2010.0
afterwards,Gilles Bourdos,Christal Films,John Malkovich,Romain Duris,Evangeline Lilly,107.0,Drama Thriller Mystery,English Français,Canada Germany France,15400000.0,,2008.0
undisputed iii : redemption,Isaac Florentine,Nu Image Films Undisputed 3 Productions,Scott Adkins,Mykel Shannon Jenkins,Mark Ivanir,96.0,Action Thriller,English,United States of America,3000000.0,,2010.0
the olsen gang on the track,Erik Balling,Nordisk Film,Ove Sprogøe,Morten Grunwald,Poul Bundgaard,100.0,Family Comedy Crime,Dansk,Denmark,,,1975.0
saw: the final chapter,Kevin Greutert,Lionsgate Twisted Pictures Serendipity Productions,Tobin Bell,Costas Mandylor,Betsy Russell,90.0,Horror Crime,English,Canada United States of America,20000000.0,136150434.0,2010.0
due date,Todd Phillips,Legendary Pictures Green Hat Films Warner Bros.,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,95.0,Comedy Drama,English Español,United States of America,65000000.0,211780824.0,2010.0
perfect strangers,Alexander Korda,London Film Productions,Robert Donat,Deborah Kerr,Glynis Johns,102.0,Drama Romance,English,United Kingdom,,32207491.0,1945.0
desire under the elms,Delbert Mann,Paramount Pictures Don Hartman Productions,Sophia Loren,Anthony Perkins,Burl Ives,111.0,Drama Romance,English,United States of America,,,1958.0
127 hours,Danny Boyle,Fox Searchlight Pictures Warner Bros. Cloud Eight Films Pathé Film4 Everest Entertainment HandMade Films,James Franco,Kate Mara,Amber Tamblyn,94.0,Adventure Drama Thriller,English,United Kingdom United States of America,18000000.0,35692920.0,2010.0
megamind,Tom McGrath,DreamWorks Animation,Will Ferrell,Brad Pitt,Tina Fey,95.0,Animation Action Comedy Family Science Fiction,English,United States of America,130000000.0,321887208.0,2010.0
the stranger in me,Emily Atef,unknown,Susanne Wolff,Johann von Bülow,Maren Kroymann,0.0,Drama,Deutsch,Germany,500000.0,,2008.0
der fuehrer's face,Jack Kinney,"RKO Radio Pictures, Inc. Walt Disney Productions",Clarence Nash,Billy Bletcher,unknown,8.0,Animation,English Deutsch,United States of America,,,1943.0
the witch who came from the sea,Matt Cimber,MCI,Millie Perkins,Lonny Chapman,Vanessa Brown,88.0,Drama Horror,English,United States of America,,,1976.0
quality street,George Stevens,RKO Radio Pictures,Katharine Hepburn,Franchot Tone,Eric Blore,83.0,Comedy Romance Drama,English,United States of America,,,1937.0
strike up the band,Busby Berkeley,Metro-Goldwyn-Mayer (MGM),Mickey Rooney,Judy Garland,June Preisser,120.0,Comedy Music Romance,English,United States of America,,,1940.0
period of adjustment,George Roy Hill,Metro-Goldwyn-Mayer (MGM) Marten Pictures,Anthony Franciosa,Jane Fonda,Jim Hutton,112.0,Drama Comedy,English,United States of America,,,1962.0
the singing nun,Henry Koster,Metro-Goldwyn-Mayer (MGM),Debbie Reynolds,Ricardo Montalban,Greer Garson,97.0,Music Comedy Drama Family,English,United States of America,,,1966.0
black swan,Darren Aronofsky,Fox Searchlight Pictures Dune Entertainment Protozoa Pictures Cross Creek Pictures,Natalie Portman,Mila Kunis,Vincent Cassel,108.0,Drama Thriller,English Français Italiano,United States of America,13000000.0,327803731.0,2010.0
you'll find out,David Butler,RKO Radio Pictures,Kay Kyser,Boris Karloff,Peter Lorre,97.0,Comedy Horror,English,United States of America,,,1940.0
bloodbrothers,Robert Mulligan,Kings Road Entertainment Warner Bros.,Richard Gere,Tony Lo Bianco,Paul Sorvino,116.0,Drama,English,United States of America,,,1978.0
who is harry kellerman and why is he saying those terrible things about me?,Ulu Grosbard,Cinema Center Films,Dustin Hoffman,Barbara Harris,Jack Warden,108.0,Drama Comedy,English,United States of America,250000.0,,1971.0
tribute,Bob Clark,unknown,Jack Lemmon,Robby Benson,Lee Remick,121.0,Drama,English,unknown,,,1980.0
eggs,Bent Hamer,unknown,Sverre Hansen,Kjell Stormoen,Juni Dahr,86.0,Comedy Drama,Norsk,Norway,,,1995.0
the horse boy,Michel O. Scott,NoneMore Productions Bad Robot BBC,Simon Baron-Cohen,Temple Grandin,Roy Richard Grinker,93.0,Documentary,English Deutsch ,United Kingdom United States of America,,,2009.0
trail of the screaming forehead,Larry Blamire,unknown,Daniel Roebuck,Susan McConnell,Fay Masterson,81.0,Comedy Science Fiction,English,United States of America,,,2008.0
dark and stormy night,Larry Blamire,unknown,Jim Beaver,Jennifer Blaire,Larry Blamire,93.0,Horror Comedy Thriller Mystery,English,unknown,,,2009.0
a turtle's tale: sammy's adventures,Ben Stassen,Motion Investment Group nWave Pictures Illuminata Pictures,Yuri Lowenthal,Gemma Arterton,Isabelle Fuhrman,88.0,Animation Family,English,France Belgium,,71594792.0,2010.0
jack goes boating,Philip Seymour Hoffman,Cooper's Town Productions Big Beach Films Labyrinth Theater Company Olfactory Productions,Philip Seymour Hoffman,John Ortiz,Richard Petrocelli,89.0,Comedy Drama Romance,English,United States of America,,538000.0,2010.0
fair game,Doug Liman,River Road Entertainment Participant Media,Naomi Watts,Sean Penn,Ty Burrell,108.0,Drama Thriller,English,United States of America United Arab Emirates,22000000.0,24188922.0,2010.0
flame of barbary coast,Joseph Kane,Republic Pictures,John Wayne,Ann Dvorak,Joseph Schildkraut,91.0,Romance Western,English,United States of America,,,1945.0
million dollar mermaid,Mervyn LeRoy,Metro-Goldwyn-Mayer (MGM),Esther Williams,Victor Mature,Walter Pidgeon,115.0,Drama Romance,English,United States of America,,,1952.0
woman in the moon,Fritz Lang,Universum Film (UFA) Fritz Lang-Film,Willy Fritsch,Gerda Maurus,Klaus Pohl,170.0,Drama Comedy Science Fiction Romance,Deutsch,Germany,,,1929.0
flamingo road,Michael Curtiz,Warner Bros.,Joan Crawford,Zachary Scott,Sydney Greenstreet,94.0,Drama Romance,English,United States of America,1528000.0,2896000.0,1949.0
1990: the bronx warriors,Enzo G. Castellari,Deaf Internacional Film SrL.,Christopher Connelly,Fred Williamson,Vic Morrow,89.0,Action Science Fiction,Italiano Português,Italy,,,1982.0
deep end,Jerzy Skolimowski,Paramount Pictures Maran Film Bavaria Film Kettledrum Productions,Jane Asher,John Moulder-Brown,Karl Michael Vogler,90.0,Romance Drama Comedy,English,United Kingdom Germany,,,1970.0
ten minutes older: the cello,Jean-Luc Godard Bernardo Bertolucci Mike Figgis Claire Denis Volker Schlöndorff Jiří Menzel Michael Radford István Szabó,Road Movies Filmproduktion GmbH Matador Pictures Why Not Productions Diablo Films AtomFilms,Valeria Bruni Tedeschi,Amit Arroz,Tarun Bedi,146.0,Science Fiction Drama Romance,English Français Deutsch Magyar,France United Kingdom Germany,,,2002.0
the castle,Michael Haneke,Arte Wega Film Bayerischer Rundfunk (BR),Ulrich Mühe,Susanne Lothar,Frank Giering,123.0,Drama Mystery,Deutsch,Germany,786675.0,861789.0,1997.0
awaara,Raj Kapoor,All India Film Corporation,Prithviraj Kapoor,Leela Chitnis,Nargis,193.0,Drama,हिन्दी,India,,,1951.0
the small town,Nuri Bilge Ceylan,NBC Ajans,Emin Toprak,Havva Saglam,Cihat Bütün,85.0,Action Crime Drama Romance Thriller,Türkçe,Turkey,,,1997.0
united,Magnus Martens,Lipsync Productions World Productions,Håvard Lilleheie,Berte Rommetveit,Severin Eskeland,85.0,Comedy Drama,Norsk,Norway,,,2003.0
roman,Angela Bettis,Auteur Entertainment,Lucky McKee,Nectar Rose,Kristen Bell,92.0,Drama Thriller,English,United States of America,250000.0,,2006.0
i shot jesse james,Samuel Fuller,Lippert Pictures,John Ireland,Reed Hadley,Tom Tyler,81.0,Western,English,United States of America,,,1949.0
comanche station,Budd Boetticher,Columbia Pictures Corporation Ranown Pictures Corp.,Randolph Scott,Nancy Gates,Claude Akins,73.0,Action Western,English,United States of America,,,1960.0
habit,Larry Fessenden,Grindstone Entertainment Group Lionsgate Voltage Pictures 852 Films Elevated Films Martingale Films Cloudlight Entertainment,Larry Fessenden,Meredith Snaider,Aaron Beall,112.0,Horror Thriller,English,United States of America,200000.0,,1996.0
ploy,Pen-Ek Ratanaruang,Fortissimo Films Five Star Entertainment,Apinya Sakuljaroensuk,Ananda Everingham,Lalita Panyopas,105.0,Drama,ภาษาไทย English,Thailand,2000000.0,,2007.0
'r xmas,Abel Ferrara,Barnholtz Entertainment,Drea de Matteo,Lillo Brancato,Ice-T,85.0,Drama Thriller,English Español,France United States of America,,,2001.0
lake tahoe,Fernando Eimbcke,Cinepantera,Diego Cataño,Héctor Herrera,Daniela Valentine,89.0,Drama Comedy Foreign,English Español,Japan Mexico United States of America,,,2008.0
lourdes,Jessica Hausner,Coop 99 Österreichischer Rundfunk (ORF) Zweites Deutsches Fernsehen (ZDF) Canal+ ARTE Essential Filmproduktion GmbH Société Parisienne de Production Thermidor Filmproduktion,Sylvie Testud,Léa Seydoux,Elina Löwensohn,96.0,Drama,Français,Austria France Germany,2500000.0,,2009.0
four nights with anna,Jerzy Skolimowski,Alfama Films,Artur Steranko,Kinga Preis,Jerzy Fedorowicz,87.0,Crime Drama Foreign Thriller,Polski,France Poland,,,2008.0
scared shrekless,Raman Hui Gary Trousdale,DreamWorks Animation,Mike Myers,Cameron Diaz,Antonio Banderas,21.0,Animation Comedy,English Français Polski,United States of America,,,2010.0
tales of an ancient empire,Albert Pyun,unknown,Whitney Able,Kevin Sorbo,Ralf Moeller,86.0,Adventure Fantasy Horror Action Thriller Science Fiction,English,Argentina United States of America,1000000.0,,2010.0
how i ended this summer,Aleksei Popogrebsky,Koktebel Film Company,Grigoriy Dobrygin,Sergey Puskepalis,Artyom Tsukanov,124.0,Drama Thriller,Pусский,Russia,2500000.0,622644.0,2010.0
thieves by law,Alexander Gentelev,unknown,Leonid Bilunov,Alimzhan Tokhtakhunov,Vitaly Demochka,90.0,Foreign,English,unknown,,,2010.0
ménilmontant,Dimitri Kirsanoff,Lobster Films,Nadia Sibirskaïa,Yolande Beaulieu,Guy Belmont,38.0,Drama,unknown,France,,,1926.0
hamlet,Grigori Kozintsev,Castle Rock Entertainment Turner Pictures (I) Columbia Pictures,Innokentiy Smoktunovskiy,Anastasiya Vertinskaya,Mikhail Nazvanov,140.0,Drama Foreign,Pусский,Russia,18000000.0,4700000.0,1964.0
"older brother, younger sister",Mikio Naruse,Daiei Tokyo Daini,Machiko Kyô,Masayuki Mori,Yoshiko Kuga,86.0,Drama,日本語,Japan,,,1953.0
witch way love,René Manzor,unknown,Vanessa Paradis,Gil Bellows,Jeanne Moreau,102.0,Adventure Comedy Fantasy Romance,Français,France,,2700000.0,1997.0
the king of fighters,Gordon Chan,Micott & Basara K.K. Inferno International Convergence Entertainment KOF Film Productions Scion Films,Sean Faris,Maggie Q,Ray Park,93.0,Action Thriller Science Fiction,English,Canada,12000000.0,2000000.0,2009.0
uncle boonmee who can recall his past lives,Apichatpong Weerasethakul,Illuminations Films Anna Sanders Films Kick the Machine,Sakda Kaewbuadee,Jenjira Pongpas,Thanapat Saisaymar,114.0,Comedy Drama Fantasy,Français ภาษาไทย,Thailand United Kingdom France Germany Spain Netherlands,,,2010.0
the magnetic man,Arto Halonen,unknown,Atte Blom,Olavi Uusivirta,Emma Salokoski,79.0,Documentary Music Foreign,suomi,Finland,262000.0,,2009.0
my childhood,Bill Douglas,British Film Institute (BFI),Stephen Archibald,Hughie Restorick,Jean Taylor Smith,48.0,Drama,English,United Kingdom,,,1972.0
the man who could work miracles,Lothar Mendes,London Film Productions,Roland Young,Ralph Richardson,Edward Chapman,82.0,Fantasy Comedy,English,United Kingdom,,,1936.0
the house,Joo-Young Ban,Nexus Studios,Kim Kkobbi,Ha Jae-Sook,Choi Jeong-ho,72.0,Animation Family Foreign,한국어/조선말,South Korea,,,2011.0
unstoppable,Tony Scott,Twentieth Century Fox Film Corporation Scott Free Productions Firm Films Prospect Park Millbrook Farm Productions,Denzel Washington,Chris Pine,Rosario Dawson,98.0,Action Thriller,English,United States of America,100000000.0,167805466.0,2010.0
morning glory,Roger Michell,Bad Robot Goldcrest Pictures,Rachel McAdams,Harrison Ford,Patrick Wilson,102.0,Comedy Drama Romance,English Український,United States of America,40000000.0,58785180.0,2010.0
certified copy,Abbas Kiarostami,MK2 Production BiBi Film The Antria Group (TAG),Juliette Binoche,William Shimell,Jean-Claude Carrière,106.0,Drama Romance,English Français Italiano,France Italy Iran,7000000.0,7736632.0,2010.0
the next three days,Paul Haggis,Lionsgate Fidélité Films Hwy61,Russell Crowe,Elizabeth Banks,Brian Dennehy,133.0,Romance Drama Thriller Crime,English,United States of America France,30000000.0,51148651.0,2010.0
somewhere,Sofia Coppola,American Zoetrope Focus Features Pathé! Tohokushinsha,Stephen Dorff,Chris Pontius,Erin Wasson,98.0,Comedy Drama,English Italiano,United States of America,8000000.0,14788642.0,2010.0
marcel reich-ranicki - mein leben,Dror Zahavi,Westdeutscher Rundfunk (WDR) MSM Studios Trebitsch Entertainment,Matthias Schweighöfer,Katharina Schüttler,Maja Maranow,0.0,Drama,Germany,Germany,,,2009.0
agnosia,Eugenio Mira,Telecinco Cinema Roxbury,Felix Gomez,Eduardo Noriega,Martina Gedeck,105.0,Drama Thriller,English Español,Spain,,822778.0,2010.0
wild target,Jonathan Lynn,Matador Pictures Isle of Man Film Magic Light Pictures CinemaNX Cinema Four Regent Capital Entertainment Film Distributors,Bill Nighy,Emily Blunt,Rupert Grint,98.0,Action Comedy,English,France United Kingdom,8000000.0,3453043.0,2010.0
vlad the impaler: the true life of dracula,Doru Nastase,Romania Film,Stefan Sileanu,Ernest Maftei,Emanoil Petrut,114.0,History Drama,Română,Romania,,,1979.0
carlos,Olivier Assayas,Egoli Tossell Film AG Canal+ Arte France Films en Stock,Edgar Ramírez,Alexander Scheer,Fadi Abi Samra,338.0,Crime Drama Thriller History,Français Deutsch English Español العربية Magyar 日本語 Pусский,France Germany,18000000.0,871279.0,2010.0
biutiful,Alejandro González Iñárritu,Ikiru Films Mod Producciones Televisión Española (TVE) Menageatroz Televisió de Catalunya (TV3) Focus Features,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,148.0,Drama,广州话 / 廣州話 普通话 Español Wolof,Mexico Spain,,25147786.0,2010.0
katalin varga,Peter Strickland,Libra Film Romanian National Center for Cinematography Ross Sanders Production International,Hilda Péter,Norbert Tankó,László Mátray,82.0,Thriller Drama Crime,Magyar Română,Romania United Kingdom,,,2009.0
eden is west,Costa-Gavras,CinéCinéma,Riccardo Scamarcio,Éric Caravaca,Ulrich Tukur,110.0,Drama Foreign,English Français Deutsch ελληνικά,Greece France Italy,,,2009.0
the first beautiful thing,Paolo Virzì,Medusa Film,Valerio Mastandrea,Micaela Ramazzotti,Claudia Pandolfi,122.0,Comedy Drama,Italiano,Italy,,,2010.0
harry potter and the deathly hallows: part 1,David Yates,Warner Bros. Heyday Films,Daniel Radcliffe,Emma Watson,Rupert Grint,146.0,Adventure Fantasy Family,English,United Kingdom United States of America,250000000.0,954305868.0,2010.0
the king's speech,Tom Hooper,The Weinstein Company UK Film Council Bedlam Productions See-Saw Films Aegis Film Fund FilmNation Entertainment Momentum Pictures Molinare Investment,Colin Firth,Geoffrey Rush,Helena Bonham Carter,118.0,Drama History,English,United Kingdom,15000000.0,414211549.0,2010.0
tangled,Byron Howard Nathan Greno,Walt Disney Pictures Walt Disney Animation Studios,Mandy Moore,Zachary Levi,Donna Murphy,100.0,Animation Family,English,United States of America,260000000.0,591794936.0,2010.0
the last sunset,Robert Aldrich,Universal International Pictures (UI) Brynaprod S.A.,Rock Hudson,Kirk Douglas,Dorothy Malone,112.0,Action Western,Español English,United States of America,3500000.0,,1961.0
the damned,Joseph Losey,Columbia Pictures Corporation Hammer Film Productions,Macdonald Carey,Shirley Anne Field,Viveca Lindfors,87.0,Romance Drama Fantasy Horror Science Fiction,English,United Kingdom,3000000.0,5758519.0,1963.0
maytime,Robert Z. Leonard,Metro-Goldwyn-Mayer (MGM),Jeanette MacDonald,Nelson Eddy,John Barrymore,132.0,Drama Music Romance,English,United States of America,,,1937.0
neptune's daughter,Edward Buzzell,Metro-Goldwyn-Mayer (MGM),Esther Williams,Red Skelton,Ricardo Montalban,95.0,Comedy Music Romance,English,United States of America,,,1949.0
steel toes,Mark Adams David Gow,Galafilm Productions,David Strathairn,Andrew W. Walker,Marina Orsini,0.0,Crime Drama,English,Canada,,,2006.0
wedding belles,Philip John,Channel 4 Television Corporation Junction Films,Michelle Gomez,Shauna Macdonald,Shirley Henderson,95.0,Drama Comedy,English,United Kingdom,,,2007.0
the agony and ecstasy of phil spector,Vikram Jayanti,BBC Arena,Phil Spector,Lana Clarkson,Ronnie Spector,100.0,Documentary,English,United Kingdom United States of America,,,2008.0
the lost skeleton returns again,Larry Blamire,bantam street,H.M. Wynant,Christine Romeo,Fay Masterson,93.0,Comedy Horror,English,United States of America,600.0,,2010.0
snow & ashes,Charles-Olivier Michaud,Fullum Films Studios StudiosIkuwa Films,Rhys Coiro,David-Alexandre Coiteux,Lina Roessler,110.0,Drama Thriller War,Français English Pусский,Canada,600000.0,,2010.0
the art of the steal,Don Argott,Darius Films Entertainment One Téléfilm Canada Astral Media Ontario Media Development Corporation The Weinstein Company Stage 6 Films,Kurt Russell,Matt Dillon,Jay Baruchel,101.0,Documentary,English,United States of America,,64065.0,2009.0
missing in america,Gordon MacDonald Gabrielle Savage Dockterman Victor Landrie,Angel Devil Productions,Danny Glover,Ron Perlman,Linda Hamilton,102.0,Drama,English Tiếng Việt,Canada United States of America,,,2005.0
linewatch,Kevin Bray,Stage 6 Films,Cuba Gooding Jr.,Sharon Leal,Dean Norris,90.0,Action Adventure Crime Drama Thriller,English Español,United States of America,5000000.0,,2008.0
you and i,Julie Lopes-Curval,RAMCO Angels Kiss,Marion Cotillard,Julie Depardieu,Tomer Sisley,90.0,Drama Horror Comedy Romance Foreign,English Français Español,Russia United States of America,20000000.0,,2006.0
the fighter,David O. Russell,Paramount Pictures,Mark Wahlberg,Christian Bale,Amy Adams,116.0,Drama,English,United States of America,25000000.0,93617009.0,2010.0
the romantics,Galt Niederhoffer,10th Hole Productions Benaroya Pictures Four of a Kind Productions,Katie Holmes,Anna Paquin,Josh Duhamel,95.0,Comedy Drama Romance,English Français,United States of America,4500000.0,123820.0,2010.0
feet first,Clyde Bruckman,The Harold Lloyd Corporation,Harold Lloyd,Barbara Kent,Robert McWade,91.0,Comedy,English,United States of America,,,1930.0
el dorado,Carlos Saura,Sacis Compañía Iberoamericana de TV Canal+ Televisión Española (TVE) Chrysalide Film France 3 Cinema RAI Radiotelevisione Italiana Iberoamericana Films Produccion,Omero Antonutti,Lambert Wilson,Eusebio Poncela,149.0,Adventure History,Español,France Italy Spain,4653000.0,6000000.0,1988.0
the world unseen,Shamim Sarif,Enlightenment Productions,Lisa Ray,Sheetal Sheth,Parvin Dabas,94.0,Drama,English Deutsch,United Kingdom South Africa,,,2007.0
dossier 51,Michel Deville,Maran Film Société Française de Production (SFP) Eléfilm Philippe Dussart,François Marthouret,Roger Planchon,Patrick Chesnais,108.0,Crime Drama,Français,Germany France,,,1978.0
three,Aleksandar Petrović,Avala Film,Velimir „Bata“ Živojinović,Ali Raner,Slobodan Perović,80.0,War Drama,Deutsch Srpski,Yugoslavia,860.0,,1965.0
statues also die,Chris Marker Alain Resnais Ghislain Cloquet,Tadié Cinéma Présence Africaine,Jean Négroni,unknown,unknown,30.0,Documentary,Français,France,,,1953.0
the toy,Francis Veber,Delphi Films Columbia Pictures Rastar Productions,Pierre Richard,Fabrice Greco,Michel Bouquet,95.0,Comedy,Français,France,28000000.0,47118057.0,1976.0
the bread and alley,Abbas Kiarostami,The Institute for the Intellectual Development of Children & Young Adults,Reza Hashemi,Mehdi Shahravanfar,unknown,10.0,Drama,فارسی,Iran,,,1970.0
my ain folk,Bill Douglas,British Film Institute (BFI),Stephen Archibald,Hughie Restorick,Jean Taylor Smith,55.0,Drama,English,United Kingdom,,,1973.0
from the clouds to the resistance,Jean-Marie Straub Danièle Huillet,Janus Film und Fernsehen Institut National de l'Audiovisuel (INA) Artificial Eye Rai 2 Straub-Huillet,Olimpia Carlisi,Guido Lombardi,Gino Felici,104.0,Drama,Italiano,Italy Germany United Kingdom France,,,1979.0
the devil,Andrzej Żuławski,Zespol Filmowy,Leszek Teleszynski,Wojciech Pszoniak,Michal Grudzinski,119.0,Drama Foreign Horror,Polski,Poland,6500000.0,25775371.0,1972.0
islander,Ian McCrudden,unknown,Amy Jo Johnson,Thomas Hildreth,Philip Baker Hall,100.0,Drama,English,unknown,,,2006.0
red: werewolf hunter,Sheldon Wilson,Chesler/Perlmutter Productions,Felicia Day,Kavan Smith,Stephen McHattie,88.0,Fantasy Horror Action Thriller,English,United States of America,,,2010.0
the meetings of anna,Chantal Akerman,Zweites Deutsches Fernsehen (ZDF) Paradise Films Unité Trois Hélène Films,Aurore Clément,Helmut Griem,Magali Noël,120.0,Drama,Français,Belgium France Germany,,,1978.0
the extra man,Shari Springer Berman Robert Pulcini,Wild Bunch Likely Story Tax Credit Finance 3 Arts Entertainment,Kevin Kline,Paul Dano,Katie Holmes,108.0,Comedy,English,France United States of America,7000000.0,453079.0,2010.0
ingeborg holm,Victor Sjöström,Svenska Biografteatern AB,Hilda Borgström,Aron Lindgren,Erik Lindholm,96.0,Drama,sv,Sweden,,,1913.0
crazy on the outside,Tim Allen,unknown,Tim Allen,Sigourney Weaver,Ray Liotta,136.0,Comedy Romance,English,United States of America,,88335.0,2010.0
bad family,Aleksi Salmenperä,Tasio Icónica,Ville Virtanen,Lauri Tilkanen,Pihla Viitala,95.0,Drama Documentary,suomi,France Spain,,,2010.0
adrift,Bùi Thạc Chuyên,Floris Films,Linh Đan Phạm,Duy Khoa,Đỗ Thị Hải Yến,110.0,Drama,Tiếng Việt,Vietnam,35000000.0,59945012.0,2009.0
m,Joseph Losey,Superior Pictures,David Wayne,Howard Da Silva,Martin Gabel,88.0,Drama Thriller,English,United States of America,,,1951.0
the viking,George Melford Varick Frissell,unknown,Charles Starrett,Louise Huntington,Arthur Vinton,70.0,Action Drama Romance Adventure,English,Canada United States of America,,,1931.0
the viking,Varick Frissell George Melford,unknown,Charles Starrett,Louise Huntington,Arthur Vinton,70.0,Action Drama Romance Adventure,English,Canada United States of America,,,1931.0
the viking,George Melford Varick Frissell,unknown,Charles Starrett,Louise Huntington,Arthur Vinton,70.0,Action Drama Romance Adventure,English,Canada United States of America,,,1931.0
the viking,Varick Frissell George Melford,unknown,Charles Starrett,Louise Huntington,Arthur Vinton,70.0,Action Drama Romance Adventure,English,Canada United States of America,,,1931.0
the reef,Andrew Traucki,Lightning Entertainment Screen Australia Screen NSW ProdigyMovies Mysterious Light,Adrienne Pickering,Zoe Naylor,Gyton Grantley,94.0,Drama Horror Thriller,English Polski,Australia,,,2010.0
mendy,Adam Vardy,unknown,Ivan Sandomire,Spencer Chandler,Gabriela Dias,90.0,Drama,English ,unknown,,,2003.0
a lesson in love,Ingmar Bergman,Svensk Filmindustri (SF),Eva Dahlbeck,Yvonne Lombard,Harriet Andersson,96.0,Drama Comedy,svenska,Sweden,,,1954.0
all these women,Ingmar Bergman,Svensk Filmindustri (SF),Bibi Andersson,Harriet Andersson,Eva Dahlbeck,80.0,Comedy,Deutsch,Sweden,,,1964.0
the tillman story,Amir Bar-Lev,unknown,Pat Tillman,Richard Tillman,Richard Tillman,94.0,Documentary,English,United States of America,,,2010.0
the loved ones,Sean Byrne,Omnilab Media Ambience Entertainment Screen Australia Film Victoria,Xavier Samuel,Jessica McNamee,Robin McLeavy,84.0,Horror,English,Australia,,,2009.0
little red flowers,Zhang Yuan,Century Hero Film Investment Huakun Entertainment Citic Culture and Sports Enterprises,Bowen Dong,Yuanyuan Ning,Li Xinyun,92.0,Comedy Drama,普通话,China,,,2006.0
madam satan,Cecil B. DeMille,Metro-Goldwyn-Mayer (MGM),Kay Johnson,Reginald Denny,Lillian Roth,116.0,Romance Comedy,English,United States of America,,,1930.0
the sun also rises,Jiang Wen,Emperor Motion Pictures Beijing Bu Yi Le Hu Film Company Lotus Entertainment Huayi Brothers Advertising,Zhou Yun,Jiang Wen,Joan Chen,116.0,Fantasy Drama, Pусский 普通话,China,,,2007.0
hitch hike,Pasquale Festa Campanile,Explorer Film '58 Medusa Distribuzione,Franco Nero,Corinne Cléry,David Hess,104.0,Crime Drama Thriller,English Italiano,Italy,,,1977.0
dishonored,Josef von Sternberg,Paramount Network Television,Marlene Dietrich,Victor McLaglen,Gustav von Seyffertitz,91.0,Drama Music War,English,United States of America,,,1931.0
casino jack,George Hickenlooper,An Olive Branch Productions Rollercoaster Entertainment Vortex Words Pictures Hannibal Pictures Trigger Street Productions Bagman (2009) MCG,Kevin Spacey,Kelly Preston,Hannah Endicott-Douglas,108.0,Crime Comedy Drama,English Français,Canada,12500000.0,1083683.0,2010.0
the devil to pay!,George Fitzmaurice,"Samuel Goldwyn Company, The",Ronald Colman,Frederick Kerr,Loretta Young,72.0,Comedy Romance,English,United States of America,,,1930.0
farewell,Christian Carion,France 2 Cinéma Le Bureau Nord-Ouest Productions Canal+ CinéCinéma Pathé Cofinova 5 Une Hirondelle Productions Blackfeet Pictures,Guillaume Canet,Emir Kusturica,Niels Arestrup,113.0,Thriller Drama,English Français Pусский,France,,,2009.0
to paint or make love,Arnaud Larrieu Jean-Marie Larrieu,Les Films Pelléas,Sabine Azéma,Daniel Auteuil,Amira Casar,100.0,Comedy Romance,Français,France,,,2005.0
let it rain,Agnès Jaoui,Les Films A4,Jean-Pierre Bacri,Jamel Debbouze,Agnès Jaoui,98.0,Comedy,Français Deutsch,France,,10134366.0,2008.0
london river,Rachid Bouchareb,"Tessalit Productions Région Provence Côte d'Azur Arte France 3B Productions France 3 (FR 3) Agence Nationale pour la Cohésion Sociale et l'Egalité des Chances (ACSE) Centre National de la Cinématographie (CNC) Bureau, The",Brenda Blethyn,Sotigui Kouyaté,Sami Bouajila,87.0,Drama Mystery,English Français,France,,,2009.0
police,Maurice Pialat,Gaumont,Gérard Depardieu,Sophie Marceau,Richard Anconina,113.0,Romance Drama Thriller Crime,Français,France,,,1985.0
underworld u.s.a.,Samuel Fuller,Globe Enterprises,Cliff Robertson,Dolores Dorn,Beatrice Kay,99.0,Action Crime Thriller,English,United States of America,,,1961.0
vincent wants to sea,Ralf Huettner,Olga Film GmbH,Karoline Herfurth,Florian David Fitz,Johannes Allmayer,96.0,Drama,Deutsch,Germany,,,2010.0
london boulevard,William Monahan,GK Films Henceforth Projection Pictures London Boulevard,Colin Farrell,Keira Knightley,David Thewlis,103.0,Drama Crime,English,United Kingdom United States of America,25000000.0,4644108.0,2010.0
skyline,Colin Strause Greg Strause,Rogue Pictures Relativity Media Hydraulx Rat Entertainment Transmission Pictures,Eric Balfour,Scottie Thompson,David Zayas,100.0,Science Fiction,English,United States of America,10000000.0,66821036.0,2010.0
